I_img.jpg,X,Y,Z,roll,pitch,yaw
I_179000737_0007_01_0039_P00_01.jpg.jpg,124057.2871,486105.3384,373.2624,-0.6586,42.0276,-89.3416
I_179000738_0007_01_0040_P00_01.jpg.jpg,124058.8803,485954.3003,373.4364,-0.6173,41.9808,-89.3997
I_179000739_0007_01_0041_P00_01.jpg.jpg,124061.9558,485803.2482,374.244,-0.6736,42.0606,-89.3265
I_179000740_0007_01_0042_P00_01.jpg.jpg,124062.6258,485652.2729,375.1183,-0.5944,42.042,-89.3909
I_179000741_0007_01_0043_P00_01.jpg.jpg,124058.8901,485501.1813,374.6585,-0.5865,41.9677,-89.5095
I_179000742_0007_01_0044_P00_01.jpg.jpg,124055.4508,485350.2111,372.3246,-0.7454,41.9798,-89.2152
I_179000744_0008_01_0043_P00_01.jpg.jpg,124272.5005,485498.0357,378.4905,0.589,-41.9747,90.4045
I_179000745_0008_01_0042_P00_01.jpg.jpg,124272.0918,485649.0519,382.3997,0.5787,-42.0022,90.5054
I_179000746_0008_01_0041_P00_01.jpg.jpg,124270.5487,485800.0604,383.8924,0.4731,-42.0342,90.5314
I_179000747_0008_01_0040_P00_01.jpg.jpg,124268.9158,485950.9779,381.4631,0.7847,-42.0228,90.6705
I_179000748_0008_01_0039_P00_01.jpg.jpg,124268.5108,486102.0905,379.0051,0.5367,-42.0315,90.5301
I_179000749_0008_01_0038_P00_01.jpg.jpg,124268.7114,486253.1585,377.55,0.6181,-42.0044,90.5036
I_179000750_0008_01_0037_P00_01.jpg.jpg,124267.8934,486404.1624,377.0127,0.573,-42.0264,90.5205
I_179000751_0008_01_0036_P00_01.jpg.jpg,124265.9276,486555.1202,377.0077,0.6812,-42.0402,90.6015
I_179000752_0008_01_0035_P00_01.jpg.jpg,124263.8388,486706.1019,376.0676,0.5777,-42.018,90.4972
I_179000753_0008_01_0034_P00_01.jpg.jpg,124261.7697,486857.0995,375.17,0.5396,-42.0106,90.3805
I_179000754_0008_01_0033_P00_01.jpg.jpg,124262.1553,487008.1346,374.1747,0.5573,-41.9893,90.4289
I_179000755_0008_01_0032_P00_01.jpg.jpg,124265.8941,487159.2557,372.6671,0.7569,-41.9793,90.7357
I_179000756_0008_01_0031_P00_01.jpg.jpg,124268.1088,487310.3564,370.8556,0.4132,-42.0071,90.2846
I_179000757_0008_01_0030_P00_01.jpg.jpg,124268.6406,487461.3581,368.5754,0.5997,-41.9828,90.5143
I_179000758_0008_01_0029_P00_01.jpg.jpg,124269.4297,487612.4163,366.364,0.6513,-41.9824,90.6223
I_179000759_0008_01_0028_P00_01.jpg.jpg,124269.6926,487763.3783,363.8547,0.5617,-42.0157,90.5271
I_179000760_0008_01_0027_P00_01.jpg.jpg,124271.7393,487914.4165,362.2292,0.6014,-42.039,90.5643
I_179000761_0008_01_0026_P00_01.jpg.jpg,124273.6155,488065.4702,360.7616,0.5765,-42.0625,90.5235
I_179000762_0008_01_0025_P00_01.jpg.jpg,124273.1934,488216.4958,360.1046,0.6675,-41.959,90.6325
I_179000763_0008_01_0024_P00_01.jpg.jpg,124266.1303,488367.3705,361.6189,0.473,-42.0869,90.4155
I_179000764_0008_01_0023_P00_01.jpg.jpg,124263.4868,488518.3476,362.3928,0.8334,-42.0053,90.8251
I_179000765_0008_01_0022_P00_01.jpg.jpg,124264.3383,488669.3848,365.1914,0.5443,-41.9521,90.4388
I_179000766_0008_01_0021_P00_01.jpg.jpg,124263.7509,488820.4511,368.0111,0.5462,-41.9927,90.4417
I_179000767_0008_01_0020_P00_01.jpg.jpg,124260.94,488971.465,371.0561,0.5822,-42.0047,90.4399
I_179000768_0008_01_0019_P00_01.jpg.jpg,124259.8581,489122.5337,372.5099,0.6378,-41.9974,90.5767
I_179000769_0008_01_0018_P00_01.jpg.jpg,124258.5435,489273.5325,372.6556,0.6685,-42.0404,90.6671
I_179000770_0008_01_0017_P00_01.jpg.jpg,124257.793,489424.483,373.1533,0.7011,-42.0148,90.6599
I_179000771_0008_01_0016_P00_01.jpg.jpg,124256.2265,489575.5356,374.0248,0.6121,-42.0376,90.5502
I_179000772_0008_01_0015_P00_01.jpg.jpg,124250.9316,489726.4653,378.8525,0.4205,-42.035,90.2015
I_179000773_0008_01_0014_P00_01.jpg.jpg,124247.9076,489877.4492,381.2516,0.5128,-41.9913,90.3994
I_179000774_0008_01_0013_P00_01.jpg.jpg,124252.0569,490028.5075,381.9908,0.7586,-41.9947,90.6931
I_179000775_0008_01_0012_P00_01.jpg.jpg,124256.9291,490179.4685,383.9762,0.4471,-42.0737,90.2841
I_179000776_0008_01_0011_P00_01.jpg.jpg,124261.2741,490330.5746,385.0935,0.6829,-42.0161,90.5531
I_179000777_0008_01_0010_P00_01.jpg.jpg,124263.3185,490481.5604,381.9725,0.6858,-42.0052,90.6432
I_179000778_0008_01_0009_P00_01.jpg.jpg,124262.8906,490632.6289,381.4039,0.6105,-42.073,90.5457
I_179000779_0008_01_0008_P00_01.jpg.jpg,124260.5361,490783.6053,381.6536,0.5679,-42.0132,90.4624
I_179000780_0008_01_0007_P00_01.jpg.jpg,124258.7245,490934.6335,383.1049,0.6515,-42.0331,90.6085
I_179000781_0008_01_0006_P00_01.jpg.jpg,124258.5459,491085.5648,386.4614,0.6298,-41.9845,90.5801
I_179000782_0008_01_0005_P00_01.jpg.jpg,124258.9962,491236.5558,386.8085,0.5731,-42.0279,90.5888
I_179000783_0008_01_0004_P00_01.jpg.jpg,124259.4037,491387.6141,385.4202,0.6718,-41.9996,90.5718
I_179000784_0008_01_0003_P00_01.jpg.jpg,124258.9507,491538.7156,383.3515,0.6679,-41.9865,90.6038
I_179000785_0008_01_0002_P00_01.jpg.jpg,124257.5856,491689.7635,381.9152,0.6038,-41.9977,90.5544
I_179000786_0008_01_0001_P00_01.jpg.jpg,124256.504,491840.6775,381.1846,0.7985,-42.0329,90.8175
I_179000788_0009_01_0001_P00_01.jpg.jpg,124468.8322,491832.7271,371.4714,-0.5922,41.978,-89.4636
I_179000789_0009_01_0002_P00_01.jpg.jpg,124465.7977,491681.7335,373.2588,-0.5489,41.9996,-89.4437
I_179000790_0009_01_0003_P00_01.jpg.jpg,124464.6972,491530.7765,374.4204,-0.5827,41.9534,-89.4969
I_179000791_0009_01_0004_P00_01.jpg.jpg,124468.19,491379.7404,374.3481,-0.6351,42.1363,-89.4694
I_179000792_0009_01_0005_P00_01.jpg.jpg,124471.3151,491228.7225,373.7549,-0.6156,41.8851,-89.5177
I_179000793_0009_01_0006_P00_01.jpg.jpg,124472.5757,491077.7583,372.7344,-0.6654,41.9602,-89.4893
I_179000794_0009_01_0007_P00_01.jpg.jpg,124472.4406,490926.7397,371.5079,-0.6123,41.9515,-89.404
I_179000795_0009_01_0008_P00_01.jpg.jpg,124472.916,490775.7968,370.5556,-0.6508,42.0156,-89.3871
I_179000796_0009_01_0009_P00_01.jpg.jpg,124473.9481,490624.8237,369.9969,-0.6471,42.0344,-89.4036
I_179000797_0009_01_0010_P00_01.jpg.jpg,124475.4753,490473.792,368.8491,-0.6289,42.0071,-89.4008
I_179000798_0009_01_0011_P00_01.jpg.jpg,124477.3136,490322.8028,367.4231,-0.4972,41.9916,-89.6102
I_179000799_0009_01_0012_P00_01.jpg.jpg,124475.9235,490171.7898,367.354,-0.6285,42.015,-89.4007
I_179000800_0009_01_0013_P00_01.jpg.jpg,124473.7537,490020.7436,368.2736,-0.6019,41.9736,-89.4533
I_179000801_0009_01_0014_P00_01.jpg.jpg,124475.3474,489869.776,369.363,-0.5775,42.0481,-89.4935
I_179000802_0009_01_0015_P00_01.jpg.jpg,124477.505,489718.6971,369.8095,-0.5229,41.9933,-89.5558
I_179000803_0009_01_0016_P00_01.jpg.jpg,124478.2479,489567.6409,370.2381,-0.5074,41.967,-89.5669
I_179000804_0009_01_0017_P00_01.jpg.jpg,124477.4426,489416.6379,369.0925,-0.6361,42.0039,-89.4138
I_179000805_0009_01_0018_P00_01.jpg.jpg,124476.4247,489265.5925,366.2546,-0.6328,41.9774,-89.3784
I_179000806_0009_01_0019_P00_01.jpg.jpg,124478.6479,489114.6186,362.9766,-0.5157,42.035,-89.5507
I_179000807_0009_01_0020_P00_01.jpg.jpg,124481.1237,488963.6053,361.4924,-0.5755,41.9855,-89.4704
I_179000808_0009_01_0021_P00_01.jpg.jpg,124480.8722,488812.5495,361.1801,-0.73,42.0541,-89.2853
I_179000809_0009_01_0022_P00_01.jpg.jpg,124479.5398,488661.5683,360.8764,-0.5918,42.0206,-89.4752
I_179000810_0009_01_0023_P00_01.jpg.jpg,124478.4508,488510.5475,359.4735,-0.6451,41.9937,-89.4111
I_179000811_0009_01_0024_P00_01.jpg.jpg,124477.78,488359.5548,357.673,-0.6173,42.0097,-89.4432
I_179000812_0009_01_0025_P00_01.jpg.jpg,124480.2345,488208.4346,358.1888,-0.5558,42.0637,-89.4829
I_179000813_0009_01_0026_P00_01.jpg.jpg,124482.6905,488057.4444,359.6793,-0.472,41.9794,-89.6232
I_179000814_0009_01_0027_P00_01.jpg.jpg,124483.0419,487906.3866,359.8973,-0.7455,41.9956,-89.2594
I_179000815_0009_01_0028_P00_01.jpg.jpg,124483.5363,487755.3891,361.252,-0.6243,42.0199,-89.4343
I_179000816_0009_01_0029_P00_01.jpg.jpg,124484.8157,487604.3639,362.1548,-0.6377,42.0227,-89.4319
I_179000817_0009_01_0030_P00_01.jpg.jpg,124486.206,487453.4176,361.7415,-0.6062,42.0375,-89.4743
I_179000818_0009_01_0031_P00_01.jpg.jpg,124486.184,487302.3456,360.6675,-0.5331,42.0099,-89.5194
I_179000819_0009_01_0032_P00_01.jpg.jpg,124484.4692,487151.3474,360.8634,-0.6932,41.9746,-89.3222
I_179000820_0009_01_0033_P00_01.jpg.jpg,124484.9104,487000.3829,362.1991,-0.5662,42.0138,-89.4989
I_179000821_0009_01_0034_P00_01.jpg.jpg,124486.2703,486849.4309,363.1265,-0.5198,41.9848,-89.6015
I_179000822_0009_01_0035_P00_01.jpg.jpg,124486.7459,486698.332,362.9001,-0.6786,42.01,-89.3517
I_179000823_0009_01_0036_P00_01.jpg.jpg,124485.4824,486547.2654,361.9204,-0.6016,41.9959,-89.4199
I_179000824_0009_01_0037_P00_01.jpg.jpg,124482.9555,486396.2266,361.0453,-0.7023,42.0092,-89.3041
I_179000825_0009_01_0038_P00_01.jpg.jpg,124481.2066,486245.2451,361.0615,-0.7805,41.9925,-89.2474
I_179000826_0009_01_0039_P00_01.jpg.jpg,124482.5734,486094.2383,362.1238,-0.6269,42.0064,-89.3613
I_179000827_0009_01_0040_P00_01.jpg.jpg,124484.7153,485943.2784,362.2102,-0.6023,42.0237,-89.4387
I_179000828_0009_01_0041_P00_01.jpg.jpg,124485.8896,485792.4032,361.3791,-0.6392,42.0393,-89.3711
I_179000829_0009_01_0042_P00_01.jpg.jpg,124486.5598,485641.3714,360.2685,-0.6505,42.0208,-89.3579
I_179000831_0010_01_0041_P00_01.jpg.jpg,124702.234,485789.0246,363.5105,0.8299,-42.0191,90.89
I_179000832_0010_01_0040_P00_01.jpg.jpg,124702.5504,485940.101,361.5559,0.4537,-42.0535,90.3759
I_179000833_0010_01_0039_P00_01.jpg.jpg,124701.9858,486091.1639,362.7742,0.5746,-42.0146,90.4623
I_179000834_0010_01_0038_P00_01.jpg.jpg,124700.7741,486242.2414,365.5992,0.5703,-42.0405,90.6094
I_179000835_0010_01_0037_P00_01.jpg.jpg,124700.4345,486393.2597,369.4432,0.6451,-41.9882,90.6331
I_179000836_0010_01_0036_P00_01.jpg.jpg,124699.8933,486544.2879,370.4638,0.5758,-42.0129,90.4512
I_179000837_0010_01_0035_P00_01.jpg.jpg,124699.3107,486695.2652,369.2585,0.5836,-41.98,90.4957
I_179000838_0010_01_0034_P00_01.jpg.jpg,124698.4327,486846.3211,367.6697,0.4822,-42.0105,90.3705
I_179000839_0010_01_0033_P00_01.jpg.jpg,124698.0641,486997.336,365.0945,0.506,-41.9924,90.462
I_179000840_0010_01_0032_P00_01.jpg.jpg,124697.5781,487148.3476,362.2101,0.6201,-41.992,90.6048
I_179000841_0010_01_0031_P00_01.jpg.jpg,124697.3654,487299.3398,361.8492,0.6245,-42.0426,90.5664
I_179000842_0010_01_0030_P00_01.jpg.jpg,124696.9668,487450.3689,363.2942,0.5356,-42.0135,90.4131
I_179000843_0010_01_0029_P00_01.jpg.jpg,124696.6624,487601.3824,365.7702,0.583,-42.0228,90.5383
I_179000844_0010_01_0028_P00_01.jpg.jpg,124698.089,487752.4558,368.3744,0.5924,-41.9672,90.5202
I_179000845_0010_01_0027_P00_01.jpg.jpg,124698.6296,487903.5462,371.2525,0.6358,-42.0134,90.5299
I_179000846_0010_01_0026_P00_01.jpg.jpg,124698.0133,488054.5146,373.6825,0.7237,-42.0396,90.7424
I_179000847_0010_01_0025_P00_01.jpg.jpg,124696.1498,488205.4944,375.4902,0.5131,-42.0329,90.3814
I_179000848_0010_01_0024_P00_01.jpg.jpg,124693.8275,488356.4408,375.7283,0.4261,-42.0097,90.2939
I_179000849_0010_01_0023_P00_01.jpg.jpg,124695.3906,488507.4552,375.979,0.7487,-42.0103,90.6832
I_179000850_0010_01_0022_P00_01.jpg.jpg,124698.8294,488658.4389,375.6267,0.5532,-41.978,90.4813
I_179000851_0010_01_0021_P00_01.jpg.jpg,124700.5196,488809.4711,374.2015,0.6086,-41.9927,90.5625
I_179000852_0010_01_0020_P00_01.jpg.jpg,124699.3181,488960.4375,372.3456,0.609,-42.0507,90.5762
I_179000853_0010_01_0019_P00_01.jpg.jpg,124697.7871,489111.4727,370.4872,0.6923,-42.0185,90.6328
I_179000854_0010_01_0018_P00_01.jpg.jpg,124696.0229,489262.4576,368.1221,0.6527,-42.038,90.5715
I_179000855_0010_01_0017_P00_01.jpg.jpg,124694.8111,489413.4953,366.6769,0.6243,-42.0387,90.6099
I_179000856_0010_01_0016_P00_01.jpg.jpg,124694.2369,489564.4273,366.4665,0.6197,-42.0236,90.5476
I_179000857_0010_01_0015_P00_01.jpg.jpg,124693.6583,489715.5163,366.8027,0.6365,-42.0383,90.6129
I_179000858_0010_01_0014_P00_01.jpg.jpg,124692.2168,489866.4752,365.5724,0.4934,-42.0215,90.3769
I_179000859_0010_01_0013_P00_01.jpg.jpg,124691.2577,490017.4815,362.6565,0.5543,-42.0506,90.4795
I_179000860_0010_01_0012_P00_01.jpg.jpg,124692.5286,490168.5474,359.5684,0.651,-41.9669,90.5834
I_179000861_0010_01_0011_P00_01.jpg.jpg,124693.2669,490319.5785,359.9729,0.5126,-41.9939,90.4528
I_179000862_0010_01_0010_P00_01.jpg.jpg,124690.4074,490470.603,360.3918,0.5491,-42.0031,90.4654
I_179000863_0010_01_0009_P00_01.jpg.jpg,124685.9617,490621.5737,359.9064,0.482,-42.0492,90.4409
I_179000864_0010_01_0008_P00_01.jpg.jpg,124686.1582,490772.603,360.5377,0.615,-41.9921,90.6201
I_179000865_0010_01_0007_P00_01.jpg.jpg,124686.5762,490923.5798,362.3921,0.5401,-42.0271,90.5501
I_179000866_0010_01_0006_P00_01.jpg.jpg,124686.8114,491074.5947,364.188,0.6113,-42.0406,90.5654
I_179000867_0010_01_0005_P00_01.jpg.jpg,124687.7434,491225.6229,365.4832,0.6629,-42.0184,90.6178
I_179000868_0010_01_0004_P00_01.jpg.jpg,124688.0547,491376.6183,365.3782,0.5735,-42.0539,90.49
I_179000869_0010_01_0003_P00_01.jpg.jpg,124688.0138,491527.6379,365.6495,0.5818,-42.0156,90.4558
I_179000870_0010_01_0002_P00_01.jpg.jpg,124687.2104,491678.655,365.71,0.6201,-42.0264,90.5537
I_179000871_0010_01_0001_P00_01.jpg.jpg,124686.0925,491829.69,366.8501,0.5935,-42.0064,90.543
I_179000873_0011_01_0001_P00_01.jpg.jpg,124905.7615,491822.0373,367.167,-0.5628,42.1384,-89.5137
I_179000874_0011_01_0002_P00_01.jpg.jpg,124901.4378,491671.0072,368.4396,-0.6116,41.9216,-89.4174
I_179000875_0011_01_0003_P00_01.jpg.jpg,124900.7516,491520.0049,368.6504,-0.4475,42.0328,-89.6611
I_179000876_0011_01_0004_P00_01.jpg.jpg,124901.6457,491368.9832,369.5383,-0.733,41.9844,-89.4189
I_179000877_0011_01_0005_P00_01.jpg.jpg,124903.9479,491218.0371,370.8449,-0.491,42.0788,-89.4719
I_179000878_0011_01_0006_P00_01.jpg.jpg,124906.5551,491066.9701,373.6648,-0.5707,42.0755,-89.4559
I_179000879_0011_01_0007_P00_01.jpg.jpg,124905.7361,490916.013,374.1675,-0.6108,42.0639,-89.5385
I_179000880_0011_01_0008_P00_01.jpg.jpg,124905.8016,490765.0589,372.9444,-0.5656,41.9931,-89.5158
I_179000881_0011_01_0009_P00_01.jpg.jpg,124905.8294,490614.0929,371.1488,-0.6373,42.0261,-89.4241
I_179000882_0011_01_0010_P00_01.jpg.jpg,124906.8392,490463.0506,371.0347,-0.5977,42.0642,-89.4387
I_179000883_0011_01_0011_P00_01.jpg.jpg,124909.9743,490312.0663,373.1648,-0.6392,42.0646,-89.417
I_179000884_0011_01_0012_P00_01.jpg.jpg,124915.1033,490161.1243,375.4285,-0.6113,42.0712,-89.4041
I_179000885_0011_01_0013_P00_01.jpg.jpg,124918.5862,490009.9886,376.1879,-0.5292,42.0703,-89.5084
I_179000886_0011_01_0014_P00_01.jpg.jpg,124915.7298,489858.9641,375.8683,-0.7093,42.0313,-89.3168
I_179000887_0011_01_0015_P00_01.jpg.jpg,124912.7372,489707.9494,375.2106,-0.4953,42.0286,-89.5929
I_179000888_0011_01_0016_P00_01.jpg.jpg,124910.5226,489556.8526,374.5654,-0.6157,41.9805,-89.438
I_179000889_0011_01_0017_P00_01.jpg.jpg,124909.6537,489405.8368,374.4133,-0.4674,42.002,-89.6387
I_179000890_0011_01_0018_P00_01.jpg.jpg,124909.6517,489254.8477,376.1214,-0.5685,41.9942,-89.5556
I_179000891_0011_01_0019_P00_01.jpg.jpg,124909.545,489103.8471,378.0462,-0.5602,42.0146,-89.5965
I_179000892_0011_01_0020_P00_01.jpg.jpg,124909.0169,488952.8477,378.5311,-0.6183,42.019,-89.4715
I_179000893_0011_01_0021_P00_01.jpg.jpg,124909.0459,488801.8866,376.8797,-0.5068,42.042,-89.5565
I_179000894_0011_01_0022_P00_01.jpg.jpg,124909.4348,488650.8869,373.8559,-0.6107,42.0009,-89.4358
I_179000895_0011_01_0023_P00_01.jpg.jpg,124908.8603,488499.8157,371.0638,-0.5388,42.0311,-89.4781
I_179000896_0011_01_0024_P00_01.jpg.jpg,124906.7301,488348.7981,367.6708,-0.6081,41.9756,-89.4323
I_179000897_0011_01_0025_P00_01.jpg.jpg,124906.6847,488197.8195,363.9981,-0.4699,42.007,-89.6295
I_179000898_0011_01_0026_P00_01.jpg.jpg,124909.1074,488046.8316,361.0522,-0.7193,42.0099,-89.3669
I_179000899_0011_01_0027_P00_01.jpg.jpg,124913.1875,487895.8527,363.3591,-0.4447,42.0346,-89.6712
I_179000900_0011_01_0028_P00_01.jpg.jpg,124915.3226,487744.8006,367.0656,-0.6223,42.0157,-89.4254
I_179000901_0011_01_0029_P00_01.jpg.jpg,124915.3074,487593.8052,367.1181,-0.5883,42.0085,-89.4651
I_179000902_0011_01_0030_P00_01.jpg.jpg,124915.8987,487442.789,365.2425,-0.5964,42.012,-89.4725
I_179000903_0011_01_0031_P00_01.jpg.jpg,124915.8171,487291.7351,364.3868,-0.5292,42.0103,-89.4912
I_179000904_0011_01_0032_P00_01.jpg.jpg,124913.3905,487140.6304,364.1766,-0.5533,42.0172,-89.4824
I_179000905_0011_01_0033_P00_01.jpg.jpg,124909.0992,486989.6174,363.8702,-0.7107,42.0492,-89.2621
I_179000906_0011_01_0034_P00_01.jpg.jpg,124907.9782,486838.6661,363.1035,-0.6127,41.9965,-89.4633
I_179000907_0011_01_0035_P00_01.jpg.jpg,124913.578,486687.6872,361.7677,-0.5742,42.0505,-89.4709
I_179000908_0011_01_0036_P00_01.jpg.jpg,124916.5138,486536.6314,362.1125,-0.4774,42.0534,-89.6112
I_179000909_0011_01_0037_P00_01.jpg.jpg,124916.6642,486385.6137,363.2155,-0.6125,41.9762,-89.468
I_179000910_0011_01_0038_P00_01.jpg.jpg,124914.4611,486234.5727,363.5749,-0.596,42.0595,-89.4456
I_179000911_0011_01_0039_P00_01.jpg.jpg,124912.3373,486083.5733,363.4311,-0.656,41.9748,-89.4092
I_179000912_0011_01_0040_P00_01.jpg.jpg,124916.5705,485932.5717,363.5402,-0.5659,42.0282,-89.5432
I_179000914_0012_01_0040_P00_01.jpg.jpg,125133.9163,485981.6162,373.9548,0.5369,-42.0416,90.4886
I_179000915_0012_01_0039_P00_01.jpg.jpg,125132.7484,486132.7033,374.9164,0.6686,-41.9731,90.5574
I_179000916_0012_01_0038_P00_01.jpg.jpg,125132.5495,486283.6428,374.9385,0.4269,-41.9645,90.4105
I_179000917_0012_01_0037_P00_01.jpg.jpg,125133.8482,486434.6424,374.3369,0.504,-41.9556,90.448
I_179000918_0012_01_0036_P00_01.jpg.jpg,125134.9598,486585.6128,374.0294,0.5688,-42.0555,90.6043
I_179000919_0012_01_0035_P00_01.jpg.jpg,125132.9301,486736.6396,373.2038,0.4824,-41.9359,90.3599
I_179000920_0012_01_0034_P00_01.jpg.jpg,125129.8325,486887.6126,372.5156,0.6062,-42.0004,90.5763
I_179000921_0012_01_0033_P00_01.jpg.jpg,125129.4711,487038.6379,371.9541,0.5957,-42.0275,90.5771
I_179000922_0012_01_0032_P00_01.jpg.jpg,125129.302,487189.7013,370.9101,0.4515,-41.9881,90.3573
I_179000923_0012_01_0031_P00_01.jpg.jpg,125129.024,487340.6498,369.471,0.7237,-41.9484,90.6956
I_179000924_0012_01_0030_P00_01.jpg.jpg,125129.2587,487491.7076,367.6418,0.6389,-42.0069,90.6833
I_179000925_0012_01_0029_P00_01.jpg.jpg,125128.7962,487642.6853,365.8572,0.4891,-42.0513,90.4268
I_179000926_0012_01_0028_P00_01.jpg.jpg,125128.75,487793.7328,366.4866,0.4316,-41.9714,90.4515
I_179000927_0012_01_0027_P00_01.jpg.jpg,125128.6268,487944.7581,370.0021,0.5313,-41.9996,90.4822
I_179000928_0012_01_0026_P00_01.jpg.jpg,125127.3585,488095.7523,371.1275,0.556,-41.9467,90.5133
I_179000929_0012_01_0025_P00_01.jpg.jpg,125124.6048,488246.797,371.3032,0.5314,-42.0422,90.4188
I_179000930_0012_01_0024_P00_01.jpg.jpg,125123.9673,488397.7868,372.5004,0.49,-42.0023,90.416
I_179000931_0012_01_0023_P00_01.jpg.jpg,125124.5196,488548.7727,373.2354,0.5901,-41.9847,90.5253
I_179000932_0012_01_0022_P00_01.jpg.jpg,125126.0291,488699.8148,373.4573,0.5792,-41.9585,90.5593
I_179000933_0012_01_0021_P00_01.jpg.jpg,125126.3921,488850.8591,372.61,0.6034,-42.0301,90.5046
I_179000934_0012_01_0020_P00_01.jpg.jpg,125126.5914,489001.7698,372.2255,0.5768,-41.9924,90.5336
I_179000935_0012_01_0019_P00_01.jpg.jpg,125127.9508,489152.7402,371.6173,0.5124,-41.9567,90.4652
I_179000936_0012_01_0018_P00_01.jpg.jpg,125127.5716,489303.8487,370.069,0.5453,-41.9704,90.4646
I_179000937_0012_01_0017_P00_01.jpg.jpg,125126.2718,489454.8846,369.8987,0.4929,-41.9859,90.4933
I_179000938_0012_01_0016_P00_01.jpg.jpg,125125.2013,489605.8647,369.5561,0.5479,-42.026,90.4798
I_179000939_0012_01_0015_P00_01.jpg.jpg,125124.8877,489756.809,369.2068,0.6161,-42.0059,90.5919
I_179000940_0012_01_0014_P00_01.jpg.jpg,125123.7647,489907.8772,369.4044,0.6313,-41.9973,90.5712
I_179000941_0012_01_0013_P00_01.jpg.jpg,125121.4705,490058.9125,369.6813,0.4787,-41.9881,90.4177
I_179000942_0012_01_0012_P00_01.jpg.jpg,125120.2531,490209.9707,368.552,0.6096,-41.9745,90.6415
I_179000943_0012_01_0011_P00_01.jpg.jpg,125118.9166,490360.8836,367.172,0.5561,-41.9728,90.5015
I_179000944_0012_01_0010_P00_01.jpg.jpg,125117.5223,490511.8996,365.7267,0.5476,-42.0032,90.5129
I_179000945_0012_01_0009_P00_01.jpg.jpg,125117.5844,490662.8915,365.0776,0.6405,-41.9919,90.6258
I_179000946_0012_01_0008_P00_01.jpg.jpg,125117.9551,490813.9335,364.7114,0.568,-41.9618,90.5712
I_179000947_0012_01_0007_P00_01.jpg.jpg,125118.1324,490964.9459,364.0087,0.5603,-41.9563,90.4671
I_179000948_0012_01_0006_P00_01.jpg.jpg,125118.6261,491116.0266,362.8162,0.5437,-41.9963,90.4453
I_179000949_0012_01_0005_P00_01.jpg.jpg,125119.0734,491267.0264,362.5011,0.5673,-41.987,90.4764
I_179000950_0012_01_0004_P00_01.jpg.jpg,125119.9266,491417.9984,362.2241,0.6269,-42.0019,90.6596
I_179000951_0012_01_0003_P00_01.jpg.jpg,125119.6082,491569.0433,361.9613,0.523,-42.0137,90.4503
I_179000952_0012_01_0002_P00_01.jpg.jpg,125118.2879,491720.0637,364.4398,0.5539,-41.9957,90.5965
I_179000953_0012_01_0001_P00_01.jpg.jpg,125117.4743,491871.1065,368.9519,0.5611,-41.9801,90.5296
I_217000024_0022_01_0024_P00_01.jpg.jpg,127289.9964,486325.6363,375.4528,0.0098,42.1019,90.3393
I_217000025_0022_01_0023_P00_01.jpg.jpg,127288.3137,486476.636,375.8287,0.0689,41.9669,90.139
I_217000026_0022_01_0022_P00_01.jpg.jpg,127286.9575,486627.5186,377.3328,0.0859,42.0041,90.2032
I_217000027_0022_01_0021_P00_01.jpg.jpg,127285.9949,486778.5455,379.7022,-0.0548,42.0197,90.3584
I_217000028_0022_01_0020_P00_01.jpg.jpg,127284.7447,486929.5541,380.1681,0.0643,41.8674,90.3244
I_217000029_0022_01_0019_P00_01.jpg.jpg,127284.5794,487080.5427,380.6679,-0.0018,41.9969,90.3737
I_217000030_0022_01_0018_P00_01.jpg.jpg,127285.2461,487231.5213,381.7642,0.004,42.0123,90.2608
I_217000031_0022_01_0017_P00_01.jpg.jpg,127285.8788,487382.5057,380.77,-0.0101,42.0245,90.312
I_217000032_0022_01_0016_P00_01.jpg.jpg,127285.0695,487533.4378,377.7724,-0.0264,41.9846,90.2604
I_217000033_0022_01_0015_P00_01.jpg.jpg,127283.9342,487684.5998,375.2962,0.0276,42.0503,90.2093
I_217000034_0022_01_0014_P00_01.jpg.jpg,127283.5463,487835.6241,371.2954,0.0253,42.0699,90.2039
I_217000035_0022_01_0013_P00_01.jpg.jpg,127283.4773,487986.6753,367.2347,0.1592,42.0259,90.0417
I_217000036_0022_01_0012_P00_01.jpg.jpg,127282.1787,488137.6493,365.4369,0.0832,42.0251,90.0896
I_217000037_0022_01_0011_P00_01.jpg.jpg,127281.5093,488288.7203,365.4012,0.0317,42.0154,90.2104
I_217000038_0022_01_0010_P00_01.jpg.jpg,127281.8342,488439.7473,365.486,0.0584,41.9946,90.239
I_217000039_0022_01_0009_P00_01.jpg.jpg,127281.1955,488590.7559,368.1356,-0.0884,42.0439,90.3916
I_217000040_0022_01_0008_P00_01.jpg.jpg,127280.0245,488741.7541,370.1893,-0.0896,42.0242,90.3424
I_217000041_0022_01_0007_P00_01.jpg.jpg,127278.1192,488892.8006,372.5878,0.0151,41.9964,90.2657
I_217000042_0022_01_0006_P00_01.jpg.jpg,127278.2235,489043.8726,373.8798,-0.0587,41.9667,90.297
I_217000043_0022_01_0005_P00_01.jpg.jpg,127282.2165,489194.9031,373.9183,-0.0521,41.9795,90.3451
I_217000044_0022_01_0004_P00_01.jpg.jpg,127286.0816,489345.8907,374.2973,-0.3473,42.0121,90.772
